country,year,gdp_deflator_index_weo,gdp_nominal_weo,gdp_real_growth,gdp_real_level_weo,ppp_gdp,gdp_deflator_inflation_weo,gdp_nominal_wb,gdp_real_wb,ppp_gdp_wb,gdp_deflator_inflation_wb,broad_money_current_lcu_wb,broad_money_gdp_wb,gross_savings_gdp_wb,lending_rate_wb,policy_rate_nominal,fx_real_change,household_debt_gdp,private_debt_gdp,m2_nominal_bcra,market_rate_proxy_bcra,natural_rate_hlw,natural_rate_lm,investment_total_nominal,investment_sensitive_nominal,m3_nominal_oecd,yield_10y_nominal_oecd,m2_nominal_bdl,m3_nominal_bdl,debt_gdp,tax_revenue_gdp,interest_paid_gdp,overall_balance_gdp,primary_balance_gdp,gdp_nominal,gdp_real,gdp_deflator_inflation,broad_money_gdp,private_savings_gdp,inflation_target,reserve_currency_flag,threshold_debt_gdp,debt_nominal,tax_revenue_nominal,interest_paid_nominal,m2_nominal,money_source,housing_credit_share,idec_source,avg_debt_nominal,effective_nominal_rate_raw,inflation_forward_12m,yield_source,yield_10y_nominal,policy_source,hlw_source,real_market_rate,m2_to_gdp_ratio,natural_rate_favar,natural_rate_hp,natural_rate_gdp_trend
China,1997,57.446,967.886,9.319,,2825928917621.83,1.6131885237202326,967753570434.667,2237626840759.87,2825928917621.83,1.65709583509586,9186781000000.0,114.512695543783,39.5469344798754,8.64,9.72,7.754819430778759,,81.85,,,,,,,,,,,20.394,10.782,0.738,-0.726,0.012,967886000000.0,2237626840759.87,1.6131885237202326,114.512695543783,39.5469344798754,3.0,0,80.0,197390670840.0,104357468520.0,7142998680.0,9186781000000.0,world_bank_broad_money_lcu,,bis_household_share_proxy,190876176270.0,3.742215932645264,-1.0079030741914186,realized_funding_cost_proxy,3.742215932645264,,,10.72790307419142,9.491594051365553,10.039857275235594,9.635791275207325,10.85125
China,1998,56.867,,7.934,,3084040130395.79,-1.0079030741914186,1037134141760.35,2414864610327.86,3084040130395.79,-0.826472564378889,10556011000000.0,122.938871865825,38.1766453804451,6.39,7.5,5.905960070794869,,87.15,,,,,,,,,,,20.438,11.52,0.8510000000000001,-1.076,-0.225,1037134141760.35,2414864610327.86,-1.0079030741914186,122.938871865825,38.1766453804451,3.0,0,80.0,211969475892.98032,119477853130.79231,8826011546.380579,10556011000000.0,world_bank_broad_money_lcu,,bis_household_share_proxy,204680073366.4901,4.31210102733213,-1.3276592751507832,realized_funding_cost_proxy,4.31210102733213,,,8.827659275150783,10.178057567445476,9.635791275207325,7.8508584886553665,10.2678
China,1999,56.112,,7.757,,3369671201404.2,-1.3276592751507832,1103843203575.64,2601702759078.63,3369671201404.2,-1.21968091074658,12104206000000.0,132.461717092239,36.3928397912428,5.85,6.074999999999999,-4.961360781725677,,95.175,,,,,,,11989790.0,,,,21.609,12.555,0.6539999999999999,-2.296,-1.642,1103843203575.64,2601702759078.63,-1.3276592751507832,132.461717092239,36.3928397912428,3.0,0,80.0,238529477860.66003,138587514208.92157,7219134551.384684,11989790000000.0,oecd_monagg_m3,,bis_household_share_proxy,225249476876.8202,3.204950640277196,2.077986883376104,realized_funding_cost_proxy,3.204950640277196,,,3.997013116623896,10.86185969271895,8.226096735561466,5.485805400887309,9.1988
China,2000,57.278,,8.572,,3741889349546.51,2.077986883376104,1223754919971.05,2825096197799.54,3741889349546.51,2.09978437202267,13596023000000.0,134.204035985099,35.5826474435708,5.85,5.849999999999999,0.4446435571484608,,102.825,,,,,,,13461030.0,,,,22.708,13.259,0.7229999999999999,-2.811,-2.088,1223754919971.05,2825096197799.54,2.077986883376104,134.204035985099,35.5826474435708,3.0,0,80.0,277890267227.026,162257664838.96155,8847748071.39069,13461030000000.0,oecd_monagg_m3,,bis_household_share_proxy,258209872543.84305,3.4265723398660435,2.2172561891127485,realized_funding_cost_proxy,3.4265723398660435,,,3.6327438108872494,10.999776001160791,7.307426150626623,4.251285603789042,8.709999999999999
China,2001,58.548,,8.319,,4144198719283.08,2.2172561891127485,1355036590251.52,3059936242478.58,4144198719283.08,2.21204915451887,15641193000000.0,139.457645645892,37.0775585847377,5.85,5.849999999999999,4.585089538591913,,96.275,,,,,,,15830190.0,,,,24.252,14.649,0.7139999999999997,-2.562,-1.848,1355036590251.52,3059936242478.58,2.2172561891127485,139.457645645892,37.0775585847377,3.0,0,80.0,328623473867.79865,198499310105.94516,9674961254.39585,15830190000000.0,oecd_monagg_m3,,bis_household_share_proxy,303256870547.41235,3.1903518746109425,0.7259001161440182,realized_funding_cost_proxy,3.1903518746109425,,,5.124099883855981,11.682481575690604,6.461883832141865,3.811449071100855,8.3802
China,2002,58.973,,9.214,,4597616734437.15,0.7259001161440182,1489821682050.54,3342778183071.46,4597616734437.15,0.642696005802719,17696514000000.0,143.510188392199,38.6609215616113,5.31,5.355,-2.5790562296095665,,108.075,,,,,,,18500700.0,,,,25.553,15.363,0.5510000000000002,-2.843,-2.292,1489821682050.54,3342778183071.46,0.7259001161440182,143.510188392199,38.6609215616113,3.0,0,80.0,380694134414.3746,228881305013.42444,8208917468.098478,18500700000000.0,oecd_monagg_m3,,bis_household_share_proxy,354658804141.0866,2.314595710651777,2.6774964814406665,realized_funding_cost_proxy,2.314595710651777,,,2.677503518559333,12.418063331268115,4.851803921015448,2.06562849134106,8.3592
China,2003,60.552,,10.121,,5162768313736.27,2.6774964814406665,1683903309843.85,3681006926650.74,5162768313736.27,2.64267979825424,21101282000000.0,151.396834348204,42.1609224814857,5.31,5.31,-7.120109439124489,,117.775,,,,,,,22122280.0,,,,26.418,15.608,0.6929999999999998,-2.36,-1.667,1683903309843.85,3681006926650.74,2.6774964814406665,151.396834348204,42.1609224814857,3.0,0,80.0,444853576394.5483,262823628600.42813,11669449937.217878,22122280000000.0,oecd_monagg_m3,,bis_household_share_proxy,412773855404.4614,2.827080684599907,6.914717928392133,realized_funding_cost_proxy,2.827080684599907,,,-1.6047179283921338,13.137500158516476,2.765328480306865,0.6826644362843363,8.796600000000002
China,2004,64.739,,10.115,,5838726336302.17,6.914717928392133,1984196551300.44,4053944733453.66,5838726336302.17,6.99019221145223,24242613000000.0,147.615589302677,45.3715794530289,5.58,5.3775,-3.0729712851571223,,117.85,,,,,,,25320770.0,,,,26.0,16.115,0.4630000000000001,-1.489,-1.026,1984196551300.44,4053944733453.66,6.914717928392133,147.615589302677,45.3715794530289,3.0,0,80.0,515891103338.1144,319753274242.06586,9186830032.521038,25320770000000.0,oecd_monagg_m3,,bis_household_share_proxy,480372339866.3313,1.9124394287725583,4.402292281314191,realized_funding_cost_proxy,1.9124394287725583,,,0.9752077186858096,12.761220647926638,2.1609674007192483,0.3560670840726567,9.268199999999998
China,2005,67.589,,11.437,,6711788800929.8,4.402292281314191,2317551298052.05,4518455387849.41,6711788800929.8,3.74871769990521,28301227000000.0,149.026378631702,45.5417056569754,5.58,5.580000000000001,-1.0381590304032184,,110.65,,,,,,,29875550.0,,,,25.91,16.608,0.4279999999999999,-1.38,-0.952,2317551298052.05,4518455387849.41,4.402292281314191,149.026378631702,45.5417056569754,3.0,0,80.0,600477541325.2861,384898919580.4845,9919119555.662771,29875550000000.0,oecd_monagg_m3,,bis_household_share_proxy,558184322331.7002,1.777032990505303,3.8822885380757066,realized_funding_cost_proxy,1.777032990505303,,,1.6977114619242943,12.890998367592132,1.7739609309266569,0.2116384403086618,9.8412
China,2006,70.213,,12.665,,7795700957640.29,3.8822885380757066,2791498472804.33,5091154930758.42,7795700957640.29,4.01945759696591,34560360000000.0,155.272748838162,47.7875413024031,6.12,5.895,1.3278956355104563,10.85,111.05,,,,,,,34557790.0,,,,25.174,16.93,0.4369999999999999,-1.126,-0.689,2791498472804.33,5091154930758.42,3.8822885380757066,155.272748838162,47.7875413024031,3.0,0,80.0,702731825543.7621,472600691445.7731,12198848326.154922,34557790000000.0,oecd_monagg_m3,0.0977037370553804,bis_household_share_proxy,651604683434.5242,1.872124101664888,7.933003859684118,realized_funding_cost_proxy,1.872124101664888,,,-2.0380038596841183,12.379655707023677,0.3415401822186369,-0.2946115389970132,10.7104
