FREQ,EER_TYPE,EER_BASKET,REF_AREA,UNIT_MEASURE,TIME_FORMAT,COLLECTION,TITLE_TS,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),1997-05,104.89,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),1997-06,103.4,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),1997-07,101.47,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),1997-08,100.43,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),1997-09,102.51,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),1997-10,103.93,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),1997-11,105.88,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),1997-12,106.4,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),1998-01,106.11,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),1998-02,104.93,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),1998-03,103.97,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),1998-04,104.27,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),1998-05,106.57,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),1998-06,107.27,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),1998-07,107.27,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),1998-08,108.53,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),1998-09,111.46,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),1998-10,112.17,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),1998-11,109.81,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),1998-12,110.36,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),1999-01,109.51,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),1999-02,107.8,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),1999-03,106.19,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),1999-04,104.57,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),1999-05,103.81,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),1999-06,101.75,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),1999-07,101.85,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),1999-08,103.09,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),1999-09,101.27,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),1999-10,102.19,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),1999-11,99.65,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),1999-12,97.77,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2000-01,97.62,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2000-02,95.95,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2000-03,94.41,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2000-04,92.88,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2000-05,91.09,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2000-06,94.41,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2000-07,93.86,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2000-08,91.22,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2000-09,89.03,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2000-10,87.72,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2000-11,88.3,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2000-12,91.85,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2001-01,94.86,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2001-02,94.14,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2001-03,94.55,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2001-04,93.99,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2001-05,92.14,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2001-06,90.75,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2001-07,91.84,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2001-08,94.56,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2001-09,95.24,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2001-10,95.25,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2001-11,93.51,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2001-12,94.37,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2002-01,93.6,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2002-02,92.69,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2002-03,93.17,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2002-04,93.43,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2002-05,95.63,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2002-06,98.41,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2002-07,100.54,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2002-08,99.89,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2002-09,99.95,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2002-10,100.3,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2002-11,100.74,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2002-12,102.19,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2003-01,104.52,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2003-02,105.86,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2003-03,106.8,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2003-04,107,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2003-05,110.92,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2003-06,111.64,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2003-07,109.96,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2003-08,108.57,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2003-09,108.41,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2003-10,110.54,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2003-11,110.5,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2003-12,113.9,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2004-01,114.47,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2004-02,114.32,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2004-03,112.41,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2004-04,110.67,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2004-05,111.93,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2004-06,111.88,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2004-07,112.08,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2004-08,111.95,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2004-09,112.09,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2004-10,113.29,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2004-11,114.62,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2004-12,116.34,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2005-01,113.76,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2005-02,112.48,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2005-03,113.96,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2005-04,113.04,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2005-05,111.84,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2005-06,108.99,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2005-07,108.76,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2005-08,109.37,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2005-09,108.8,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2005-10,108.19,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2005-11,107.1,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2005-12,107.4,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2006-01,107.1,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2006-02,106.01,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2006-03,107.35,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2006-04,108.63,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2006-05,110.38,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2006-06,111.09,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2006-07,110.98,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2006-08,110.75,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2006-09,110.36,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2006-10,109.69,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2006-11,110.21,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2006-12,111.37,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2007-01,109.84,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2007-02,109.98,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2007-03,111.15,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2007-04,112.13,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2007-05,111.8,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2007-06,111.18,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2007-07,111.43,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2007-08,111.11,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2007-09,112.06,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2007-10,112.82,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2007-11,114.5,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2007-12,114.38,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2008-01,113.76,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2008-02,112.88,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2008-03,116.77,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2008-04,117.6,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2008-05,116.86,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2008-06,116.4,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2008-07,116,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2008-08,113.01,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2008-09,111.61,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2008-10,109.08,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2008-11,108.25,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2008-12,113.96,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2009-01,112.97,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2009-02,112.38,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2009-03,114.93,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2009-04,113.88,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2009-05,114.32,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2009-06,115.7,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2009-07,114.66,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2009-08,114.87,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2009-09,115.91,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2009-10,116.94,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2009-11,116.77,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2009-12,115.64,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2010-01,111.71,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2010-02,108.66,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2010-03,108.54,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2010-04,107.01,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2010-05,103.61,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2010-06,101.74,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2010-07,103.35,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2010-08,102.98,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2010-09,103.27,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2010-10,106.73,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2010-11,105.23,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2010-12,103.21,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2011-01,101.84,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2011-02,102.93,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2011-03,105.58,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2011-04,107.29,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2011-05,106.12,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2011-06,106.34,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2011-07,104.7,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2011-08,105.13,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2011-09,104.7,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2011-10,105.26,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2011-11,104.73,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2011-12,103.17,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2012-01,99.67,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2012-02,100.22,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2012-03,101.38,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2012-04,101.38,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2012-05,100.11,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2012-06,99.58,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2012-07,97.08,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2012-08,97.08,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2012-09,99.55,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2012-10,100.07,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2012-11,99.37,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2012-12,100.95,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2013-01,100.99,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2013-02,101.79,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2013-03,101.35,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2013-04,101.35,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2013-05,101.61,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2013-06,103.47,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2013-07,102.78,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2013-08,104.04,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2013-09,104.14,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2013-10,104.74,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2013-11,104.56,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2013-12,106.28,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2014-01,104.86,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2014-02,105.12,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2014-03,107.05,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2014-04,106.56,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2014-05,105.45,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2014-06,104.59,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2014-07,103.4,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2014-08,102.8,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2014-09,101.43,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2014-10,100.67,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2014-11,100.59,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2014-12,101.22,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2015-01,96.14,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2015-02,94.46,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2015-03,92.5,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2015-04,91.73,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2015-05,93.73,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2015-06,94.76,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2015-07,93.24,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2015-08,95.65,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2015-09,97.16,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2015-10,96.72,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2015-11,93.51,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2015-12,95.3,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2016-01,95.31,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2016-02,96.23,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2016-03,96.32,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2016-04,96.97,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2016-05,97.64,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2016-06,97.24,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2016-07,96.46,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2016-08,96.9,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2016-09,97.25,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2016-10,97.04,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2016-11,96.27,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2016-12,95.62,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2017-01,94.77,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2017-02,94.14,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2017-03,95.24,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2017-04,95.19,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2017-05,96.99,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2017-06,97.9,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2017-07,99.01,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2017-08,100.52,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2017-09,100.62,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2017-10,100.19,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2017-11,99.9,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2017-12,100.34,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2018-01,99.82,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2018-02,99.86,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2018-03,101.33,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2018-04,101.51,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2018-05,100.77,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2018-06,100.67,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2018-07,101.55,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2018-08,101.85,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2018-09,102.91,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2018-10,101.78,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2018-11,100.49,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2018-12,100.56,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2019-01,98.9,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2019-02,98.03,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2019-03,98.51,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2019-04,98.72,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2019-05,99.26,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2019-06,99.79,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2019-07,98.4,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2019-08,99.13,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2019-09,98.38,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2019-10,98.13,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2019-11,97.13,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2019-12,97.3,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2020-01,95.49,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2020-02,94.73,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2020-03,99.03,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2020-04,99.58,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2020-05,99.62,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2020-06,100.86,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2020-07,101.07,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2020-08,102.24,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2020-09,102.13,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2020-10,102.08,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2020-11,101.03,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2020-12,102.14,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2021-01,101.31,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2021-02,100.24,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2021-03,100.9,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2021-04,101.6,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2021-05,101.89,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2021-06,101.18,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2021-07,100.11,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2021-08,99.77,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2021-09,99.88,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2021-10,99.24,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2021-11,98.65,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2021-12,98.64,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2022-01,97.61,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2022-02,97.86,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2022-03,98.65,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2022-04,96.48,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2022-05,96.6,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2022-06,96.83,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2022-07,94.77,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2022-08,94.64,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2022-09,95.5,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2022-10,97.18,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2022-11,98.23,A,F,
M,R,B,XM,882,,A,Euro area - Real - Broad (64 economies),2022-12,99.15,A,F,
