country,year,scenario,debt_gdp,domar_gap,isf_pct
Mexico,2025,baseline,59.16317432175466,0.7381743217546667,25.964656776729722
Mexico,2026,baseline,59.920879668296124,0.7577053465414613,26.2971872652706
Mexico,2027,baseline,60.69863280228867,0.7777531339925489,26.638516029533964
Mexico,2028,baseline,61.4969641591892,0.7983313569005305,26.98887585916875
Mexico,2029,baseline,62.31641820900952,0.8194540498203225,27.34850570310128
Mexico,2030,baseline,63.15755382765038,0.8411356186408637,27.717650832500834
Mexico,2031,baseline,64.02094467806046,0.863390850410075,28.096563008057025
Mexico,2032,baseline,64.90717960148024,0.8862349234197772,28.485500651683164
Mexico,2033,baseline,65.81686301903768,0.9096834175574363,28.88472902276258
Mexico,2034,baseline,66.7506153439695,0.9337523249318053,29.294520399058175
Mexico,2025,choque_juros,60.33167432175466,1.9066743217546667,31.373528701123952
Mexico,2026,choque_juros,62.32692997449964,1.9952556527449814,32.41109663191984
Mexico,2027,choque_juros,64.41488231874014,2.0879523442404895,33.496868467941766
Mexico,2028,choque_juros,66.59983790867756,2.1849555899374065,34.633083692899724
Mexico,2029,choque_juros,68.88630337479208,2.286465466114513,35.82208583367748
Mexico,2030,choque_juros,71.27899471909717,2.3926913443050912,37.066327294027914
Mexico,2031,choque_juros,73.78284704223819,2.503852323141005,38.368374412834875
Mexico,2032,choque_juros,76.40302472249783,2.6201776802596295,39.730912757374554
Mexico,2033,choque_juros,79.14493206770356,2.7419073452057225,41.1567526624941
Mexico,2034,choque_juros,82.0142244620072,2.8692923943036335,42.64883502713258
Mexico,2025,recessao,62.62379932175466,4.198799321754667,27.483404568545392
Mexico,2026,recessao,67.03866278305682,4.414863461302154,29.42093438845374
Mexico,2027,recessao,68.00474216241507,0.9660793793582373,29.84491298310615
Mexico,2028,recessao,68.99638260472035,0.9916404423052742,30.280109438089358
Mexico,2029,recessao,70.01426041872425,1.0178778140038922,30.726820561761112
Mexico,2030,recessao,71.05906980732964,1.0448093886053802,31.18535101559899
Mexico,2031,recessao,72.13152334104403,1.0724535337143855,31.656013521982562
Mexico,2032,recessao,73.23235244395984,1.1008291029158062,32.13912907747321
Mexico,2033,recessao,74.36230789259297,1.1299554486331251,32.635027171737
Mexico,2034,recessao,75.52216032791993,1.1598524353269566,33.14404601225999
