country,year,p10,p25,p50,p75,p90,prob_exceed_threshold,threshold
Saudi Arabia,2025,4.381955251340907,9.93712658167983,16.070984252309596,22.228591426898593,27.7137999528573,0.0,80.0
Saudi Arabia,2026,0.0,0.0,4.760782846901979,14.662314879416638,23.6804561545284,0.0,80.0
Saudi Arabia,2027,0.0,0.0,0.0,8.787682689273584,20.63341002707724,0.0,80.0
Saudi Arabia,2028,0.0,0.0,0.0,9.24453951579918,20.393829228579698,0.0001,80.0
Saudi Arabia,2029,0.0,0.0,2.3122518627917845,13.079716894786365,24.849821384418526,0.001,80.0
Saudi Arabia,2030,0.0,0.0,5.932910109498701,18.49163646592558,32.40995724952075,0.0031,80.0
Saudi Arabia,2031,0.0,0.0,9.594196466994694,23.911163236335913,40.356360995264616,0.0068,80.0
Saudi Arabia,2032,0.0,0.058363039591830534,13.075065670238162,28.930157112113005,46.30795168879364,0.0148,80.0
Saudi Arabia,2033,0.0,1.2359226314246947,14.868150293931507,32.05367509481609,51.9376450352934,0.0254,80.0
Saudi Arabia,2034,0.0,1.2716655128009073,15.820651519654257,34.76039680755879,56.08766368392998,0.0354,80.0
