country,year,scenario,debt_gdp,domar_gap,isf_pct
Ireland,2025,baseline,36.10600586236058,-5.006994137639419,1.391200229248271
Ireland,2026,baseline,31.346480475113452,-4.759525387247129,1.2078109938093593
Ireland,2027,baseline,26.822192790900207,-4.524287684213242,1.033485700464628
Ireland,2028,baseline,22.521516277151672,-4.3006765137485345,0.8677763673786658
Ireland,2029,baseline,18.433399038178038,-4.088117238973632,0.7102571540451615
Ireland,2030,baseline,14.54733541396317,-3.8860636242148683,0.5605232669602711
Ireland,2031,baseline,10.853338982677506,-3.693996431285663,0.4181899193826523
Ireland,2032,baseline,7.3419168975313465,-3.51142208514616,0.28289134250696035
Ireland,2033,baseline,4.004045492019234,-3.3378714055121126,0.15427984550970972
Ireland,2034,baseline,0.831147090865715,-3.172898401153519,0.032024922052007306
Ireland,2025,choque_juros,36.92826586236058,-4.184734137639419,4.080166011521089
Ireland,2026,choque_juros,32.866665909607875,-4.0615999527527045,3.6314040214134415
Ireland,2027,choque_juros,28.924576965934527,-3.942088943673348,3.195846679448917
Ireland,2028,choque_juros,25.0984824660812,-3.826094499853326,2.7731054439585967
Ireland,2029,choque_juros,21.384969318362405,-3.713513147718795,2.3628032059620256
Ireland,2030,choque_juros,17.780724859996567,-3.6042444583658346,1.9645739527647708
Ireland,2031,choque_juros,14.282533902024353,-3.4981909579722164,1.5780624414544957
Ireland,2032,choque_juros,10.887275861179093,-3.3952580408452606,1.2029238820042805
Ireland,2033,choque_juros,7.591921976150855,-3.2953538850282382,0.8388236297005102
Ireland,2034,choque_juros,4.393532605760843,-3.198389370390013,0.48543688662095114
Ireland,2025,recessao,39.13383086236058,-1.9791691376394185,1.507865330621748
Ireland,2026,recessao,37.2030021660946,-1.9308286962659862,1.4334685852402647
Ireland,2027,recessao,32.38925816044941,-4.813744005645193,1.2479902526402755
Ireland,2028,recessao,27.81343159210064,-4.575826568348768,1.0716791149543596
Ireland,2029,recessao,23.463763483648723,-4.349668108451913,0.9040820871163829
Ireland,2030,recessao,19.329076040608026,-4.134687443040694,0.7447684776145179
Ireland,2031,recessao,15.398743926665913,-3.930332113942112,0.5933288816984765
Ireland,2032,recessao,11.662666958651034,-3.7360769680148795,0.4493741292895467
Ireland,2033,recessao,8.111244151042252,-3.551422807608782,0.3125342848897692
Ireland,2034,recessao,4.73534904331769,-3.375895107724561,0.18245769692021663
