country,year,scenario,debt_gdp,domar_gap,isf_pct
Japan,2025,baseline,231.8656514981031,-4.794348501896922,0.8213409381020998
Japan,2026,baseline,227.2223227827728,-4.643328715330309,0.8048928098936964
Japan,2027,baseline,222.72525679975544,-4.497065983017389,0.788962790206288
Japan,2028,baseline,218.3698463398321,-4.355410459923366,0.7735345588582636
Japan,2029,baseline,214.15162931876856,-4.218217021063557,0.7585923097462733
Japan,2030,baseline,210.0662842059446,-4.085345112823967,0.7441207346519991
Japan,2031,baseline,206.1096255969794,-3.9566586089652023,0.7301050075590027
Japan,2032,baseline,202.27759992581724,-3.8320256711621927,0.7165307694635882
Japan,2033,baseline,198.5662813118804,-3.711318613936854,0.7033841136641128
Japan,2034,baseline,194.97186753803513,-3.5944137738453015,0.6906515715136798
Japan,2025,choque_juros,236.5988514981031,-0.06114850189692156,13.65390524101104
Japan,2026,choque_juros,236.53840617603026,-0.06044532207285336,13.650416996268433
Japan,2027,choque_juros,236.47865594753492,-0.0597502284953757,13.646968864746075
Japan,2028,choque_juros,236.4195928193586,-0.059063128176348734,13.643560385160267
Japan,2029,choque_juros,236.36120889016166,-0.05838392919695323,13.640191101531858
Japan,2030,choque_juros,236.3034963494663,-0.057712540695394665,13.636860563125254
Japan,2031,choque_juros,236.24644747661156,-0.05704887285474802,13.633568324388113
Japan,2032,choque_juros,236.19005463972064,-0.056392836890941656,13.630313944891741
Japan,2033,choque_juros,236.13431029467978,-0.05574434504087922,13.627096989272175
Japan,2034,choque_juros,236.0792069841291,-0.05510331055070106,13.623917027171931
Japan,2025,recessao,239.78215149810308,3.122151498103079,0.8493836667015036
Japan,2026,recessao,242.88401043843882,3.1018589403357373,0.8603714249807268
Japan,2027,recessao,237.8936084523971,-4.990401986041743,0.8426938542744178
Japan,2028,recessao,233.06040184806687,-4.833206604330249,0.8255731189658752
Japan,2029,recessao,228.37943904276992,-4.680962805296971,0.8089916789945688
Japan,2030,recessao,223.8459244264193,-4.533514616350653,0.7929325468038593
Japan,2031,recessao,219.45521344845392,-4.390710977965375,0.7773792699373772
Japan,2032,recessao,215.2028078595327,-4.252405588921242,0.7623159141836089
Japan,2033,recessao,211.0843511031128,-4.118456756419921,0.747727047251421
Japan,2034,recessao,207.09562385219135,-3.9887272509214635,0.7335977229597977
