country,year,scenario,debt_gdp,domar_gap,isf_pct
Spain,2025,baseline,96.72947617210568,-5.090523827894321,4.142264613604034
Spain,2026,baseline,91.98691265375732,-4.742563518348355,3.9391729210069326
Spain,2027,baseline,87.56852478523957,-4.418387868517733,3.749963463443301
Spain,2028,baseline,83.4521536958201,-4.116371089419475,3.5736873274097833
Spain,2029,baseline,79.61715517372498,-3.8349985220951135,3.409460461929462
Spain,2030,baseline,76.04429613235371,-3.5728590413712746,3.256459244905035
Spain,2031,baseline,72.71565815349614,-3.328637978857576,3.1139163525317963
Spain,2032,baseline,69.61454762380656,-3.1011105296895716,2.9811169110549045
Spain,2033,baseline,66.72541201385592,-2.8891356099506353,2.857394911571432
Spain,2034,baseline,64.0337618798891,-2.691650133966813,2.742129869896901
Spain,2025,choque_juros,98.76587617210568,-3.0541238278943217,8.90344998190899
Spain,2026,choque_juros,95.85943303397488,-2.9064431381307942,8.641442777512633
Spain,2027,choque_juros,93.09352955683535,-2.765903477139525,8.3921048055537
Spain,2028,choque_juros,90.46137001292885,-2.6321595439064955,8.15482345138702
Spain,2029,choque_juros,87.9564872786466,-2.504882734282255,7.9290157230541425
Spain,2030,choque_juros,85.57272694503355,-2.3837603336130595,7.714126818892559
Spain,2031,choque_juros,83.30423219662161,-2.2684947484119444,7.509628764407488
Spain,2032,choque_juros,81.14542942143964,-2.158802775181969,7.315019115057084
Spain,2033,choque_juros,79.09101451684447,-2.0544149045951707,7.129819721763822
Spain,2034,choque_juros,77.13593985752686,-1.9550746593176027,6.953575556119004
Spain,2025,recessao,101.27497617210567,-0.5450238278943216,4.33691741796365
Spain,2026,recessao,100.75358159030941,-0.5213945817962564,4.314589639386035
Spain,2027,recessao,95.73595228024607,-5.017629310063344,4.099718752477918
Spain,2028,recessao,91.06130060999838,-4.674651670247688,3.899535261768848
Spain,2029,recessao,86.70618250784555,-4.355118102152833,3.7130352173509884
Spain,2030,recessao,82.64875641032108,-4.057426097524464,3.5392832938299157
Spain,2031,recessao,78.86867372353133,-3.7800826867897586,3.3774080995289895
Spain,2032,recessao,75.34697677193786,-3.5216969515934675,3.2265978063307967
Spain,2033,recessao,72.06600372280188,-3.28097304913598,3.0860960782386964
Spain,2034,recessao,69.00930000947245,-3.0567037133294193,2.9551982782395703
